year,value,variable,stitching_id
1974,-0.7253676263464968,tas,ssp245~r1i1p1f1~2
1975,-0.7728796231789374,tas,ssp245~r1i1p1f1~2
1976,-0.855613528602305,tas,ssp245~r1i1p1f1~2
1977,-0.8019480074741523,tas,ssp245~r1i1p1f1~2
1978,-0.7237709008991828,tas,ssp245~r1i1p1f1~2
1979,-0.68413530952472,tas,ssp245~r1i1p1f1~2
1980,-0.7315860834432328,tas,ssp245~r1i1p1f1~2
1981,-0.6521689565304314,tas,ssp245~r1i1p1f1~2
1982,-0.5218329047506813,tas,ssp245~r1i1p1f1~2
1983,-0.7672433283408964,tas,ssp245~r1i1p1f1~2
1984,-0.8812977629473266,tas,ssp245~r1i1p1f1~2
1985,-0.6120290257289298,tas,ssp245~r1i1p1f1~2
1986,-0.5654730184465961,tas,ssp245~r1i1p1f1~2
1987,-0.7089044049924951,tas,ssp245~r1i1p1f1~2
1988,-0.6209971232631801,tas,ssp245~r1i1p1f1~2
1989,-0.4713501948807561,tas,ssp245~r1i1p1f1~2
1990,-0.5861243578549988,tas,ssp245~r1i1p1f1~2
1991,-0.3496951313809404,tas,ssp245~r1i1p1f1~2
1992,-0.5648753294401558,tas,ssp245~r1i1p1f1~2
1993,-0.6976316010288315,tas,ssp245~r1i1p1f1~2
1994,-0.3998812897091284,tas,ssp245~r1i1p1f1~2
1995,-0.4157647373356212,tas,ssp245~r1i1p1f1~2
1996,-0.4194577259156631,tas,ssp245~r1i1p1f1~2
1997,-0.409130757950777,tas,ssp245~r1i1p1f1~2
1998,-0.3561387328825844,tas,ssp245~r1i1p1f1~2
1999,-0.200315448810727,tas,ssp245~r1i1p1f1~2
2000,0.0232065922887727,tas,ssp245~r1i1p1f1~2
2001,0.1003200448748202,tas,ssp245~r1i1p1f1~2
2002,-0.1120867142738006,tas,ssp245~r1i1p1f1~2
2003,-0.0190213157694074,tas,ssp245~r1i1p1f1~2
2004,0.0963088848428697,tas,ssp245~r1i1p1f1~2
2005,-0.0932376895697757,tas,ssp245~r1i1p1f1~2
2006,-0.1321573253779888,tas,ssp245~r1i1p1f1~2
2007,0.1908228558658606,tas,ssp245~r1i1p1f1~2
2008,0.3233925693246533,tas,ssp245~r1i1p1f1~2
2009,0.0432953796125161,tas,ssp245~r1i1p1f1~2
2010,0.1047234343508876,tas,ssp245~r1i1p1f1~2
2011,0.217324545383633,tas,ssp245~r1i1p1f1~2
2012,0.5375022590681624,tas,ssp245~r1i1p1f1~2
2013,0.3324365353585676,tas,ssp245~r1i1p1f1~2
2014,0.2659156219577312,tas,ssp245~r1i1p1f1~2
2015,0.4068007476910793,tas,ssp245~r1i1p1f1~2
2016,0.4924799901338588,tas,ssp245~r1i1p1f1~2
2017,0.4252190775803797,tas,ssp245~r1i1p1f1~2
2018,0.553656904487184,tas,ssp245~r1i1p1f1~2
2019,0.5756053260956833,tas,ssp245~r1i1p1f1~2
2020,0.6206470596422378,tas,ssp245~r1i1p1f1~2
2021,0.5742174412743566,tas,ssp245~r1i1p1f1~2
2022,0.6630204935450479,tas,ssp245~r1i1p1f1~2
2023,0.9063801104373396,tas,ssp245~r1i1p1f1~2
2024,0.8715429204177667,tas,ssp245~r1i1p1f1~2
2025,0.8788777875325309,tas,ssp245~r1i1p1f1~2
2026,0.7865731283289961,tas,ssp245~r1i1p1f1~2
2027,0.9749196725371688,tas,ssp245~r1i1p1f1~2
2028,1.068873925097762,tas,ssp245~r1i1p1f1~2
2029,1.1400343351111246,tas,ssp245~r1i1p1f1~2
2030,1.0150330822265232,tas,ssp245~r1i1p1f1~2
2031,1.0512903533433473,tas,ssp245~r1i1p1f1~2
2032,1.1146266318231142,tas,ssp245~r1i1p1f1~2
2033,1.1428385565121744,tas,ssp245~r1i1p1f1~2
2034,1.116223556324087,tas,ssp245~r1i1p1f1~2
2035,1.162422651154884,tas,ssp245~r1i1p1f1~2
2036,1.241199964090811,tas,ssp245~r1i1p1f1~2
2037,1.1682263749549977,tas,ssp245~r1i1p1f1~2
2038,1.2756142353024416,tas,ssp245~r1i1p1f1~2
2039,1.50934835292162,tas,ssp245~r1i1p1f1~2
2040,1.333125033752026,tas,ssp245~r1i1p1f1~2
2041,1.4392080395277276,tas,ssp245~r1i1p1f1~2
2042,1.5364450561326066,tas,ssp245~r1i1p1f1~2
2043,1.5721677155802922,tas,ssp245~r1i1p1f1~2
2044,1.5854333583583298,tas,ssp245~r1i1p1f1~2
2045,1.547817436104765,tas,ssp245~r1i1p1f1~2
2046,1.6079275780738271,tas,ssp245~r1i1p1f1~2
2047,1.621983348749609,tas,ssp245~r1i1p1f1~2
2048,1.8061565439294327,tas,ssp245~r1i1p1f1~2
2049,1.799856263924255,tas,ssp245~r1i1p1f1~2
2050,1.669821582077418,tas,ssp245~r1i1p1f1~2
2051,1.5688833888348768,tas,ssp245~r1i1p1f1~2
2052,1.8647587823562617,tas,ssp245~r1i1p1f1~2
2053,1.918316068328068,tas,ssp245~r1i1p1f1~2
2054,1.8370103750453384,tas,ssp245~r1i1p1f1~2
2055,1.8044055909062424,tas,ssp245~r1i1p1f1~2
2056,2.085222464726371,tas,ssp245~r1i1p1f1~2
2057,2.013781033404655,tas,ssp245~r1i1p1f1~2
2058,2.1544206393479044,tas,ssp245~r1i1p1f1~2
2059,2.224722993139437,tas,ssp245~r1i1p1f1~2
2060,2.255871585687885,tas,ssp245~r1i1p1f1~2
2061,2.2431508781752427,tas,ssp245~r1i1p1f1~2
2062,2.414013644509509,tas,ssp245~r1i1p1f1~2
2063,2.424802283708175,tas,ssp245~r1i1p1f1~2
2064,2.3219211037227865,tas,ssp245~r1i1p1f1~2
2065,2.4236024504385227,tas,ssp245~r1i1p1f1~2
2066,2.1909920883882137,tas,ssp245~r1i1p1f1~2
2067,2.2093539630149053,tas,ssp245~r1i1p1f1~2
2068,2.164642927487421,tas,ssp245~r1i1p1f1~2
2069,2.369985455537403,tas,ssp245~r1i1p1f1~2
2070,2.2891289099007963,tas,ssp245~r1i1p1f1~2
2071,2.3880940890859392,tas,ssp245~r1i1p1f1~2
2072,2.402786268006764,tas,ssp245~r1i1p1f1~2
2073,2.548573396408017,tas,ssp245~r1i1p1f1~2
2074,2.506253473089828,tas,ssp245~r1i1p1f1~2
2075,2.3986885172127472,tas,ssp245~r1i1p1f1~2
2076,2.437647885098613,tas,ssp245~r1i1p1f1~2
2077,2.36921597063116,tas,ssp245~r1i1p1f1~2
2078,2.5246929841312067,tas,ssp245~r1i1p1f1~2
2079,2.614627382112189,tas,ssp245~r1i1p1f1~2
2080,2.642775007000637,tas,ssp245~r1i1p1f1~2
2081,2.608120163363708,tas,ssp245~r1i1p1f1~2
2082,2.61651063738708,tas,ssp245~r1i1p1f1~2
2083,2.606503960891416,tas,ssp245~r1i1p1f1~2
2084,2.5417241332243634,tas,ssp245~r1i1p1f1~2
2085,2.6848272432113163,tas,ssp245~r1i1p1f1~2
2086,2.9479352579568285,tas,ssp245~r1i1p1f1~2
2087,2.9781203094656803,tas,ssp245~r1i1p1f1~2
2088,2.879476568462508,tas,ssp245~r1i1p1f1~2
2089,2.791345340220289,tas,ssp245~r1i1p1f1~2
2090,2.7852698328893557,tas,ssp245~r1i1p1f1~2
2091,3.0364450101757825,tas,ssp245~r1i1p1f1~2
2092,3.196306158286575,tas,ssp245~r1i1p1f1~2
2093,2.5987757679604897,tas,ssp245~r1i1p1f1~2
2094,2.7708402401853505,tas,ssp245~r1i1p1f1~2
2095,2.8962673505361067,tas,ssp245~r1i1p1f1~2
2096,3.0143495096992865,tas,ssp245~r1i1p1f1~2
2097,3.0113380221342254,tas,ssp245~r1i1p1f1~2
2098,2.993835891405922,tas,ssp245~r1i1p1f1~2
2099,2.773199102733315,tas,ssp245~r1i1p1f1~2
2100,2.963474114657401,tas,ssp245~r1i1p1f1~2
1850,-1.2747715806197562,tas,ssp245~r1i1p1f1~3
1851,-1.1552708208843114,tas,ssp245~r1i1p1f1~3
1852,-1.312861595642289,tas,ssp245~r1i1p1f1~3
1853,-1.2116969449377848,tas,ssp245~r1i1p1f1~3
1854,-1.3799332161150346,tas,ssp245~r1i1p1f1~3
1855,-1.3960269070098548,tas,ssp245~r1i1p1f1~3
1856,-1.394689755893637,tas,ssp245~r1i1p1f1~3
1857,-1.4433137912856182,tas,ssp245~r1i1p1f1~3
1858,-1.4735657586577418,tas,ssp245~r1i1p1f1~3
1859,-1.356982023209696,tas,ssp245~r1i1p1f1~3
1860,-1.2897199929961405,tas,ssp245~r1i1p1f1~3
1861,-1.1705083790712365,tas,ssp245~r1i1p1f1~3
1862,-1.1804616051541077,tas,ssp245~r1i1p1f1~3
1863,-1.2612077098465877,tas,ssp245~r1i1p1f1~3
1864,-1.3249589217536482,tas,ssp245~r1i1p1f1~3
1865,-1.2714775658274675,tas,ssp245~r1i1p1f1~3
1866,-1.0974040930292972,tas,ssp245~r1i1p1f1~3
1867,-1.1141123161967812,tas,ssp245~r1i1p1f1~3
1868,-1.224991056595684,tas,ssp245~r1i1p1f1~3
1869,-1.2446806951535336,tas,ssp245~r1i1p1f1~3
1870,-1.394141991456593,tas,ssp245~r1i1p1f1~3
1871,-1.4682313208326718,tas,ssp245~r1i1p1f1~3
1872,-1.263209706164332,tas,ssp245~r1i1p1f1~3
1873,-1.162978205997149,tas,ssp245~r1i1p1f1~3
1874,-1.1755324447099724,tas,ssp245~r1i1p1f1~3
1875,-1.2599907720199894,tas,ssp245~r1i1p1f1~3
1876,-1.2530742772536314,tas,ssp245~r1i1p1f1~3
1877,-1.2334676846120374,tas,ssp245~r1i1p1f1~3
1878,-1.151046150150819,tas,ssp245~r1i1p1f1~3
1879,-1.1946333812636567,tas,ssp245~r1i1p1f1~3
1880,-1.266261894425952,tas,ssp245~r1i1p1f1~3
1881,-1.1342896577424997,tas,ssp245~r1i1p1f1~3
1882,-1.2041790067582951,tas,ssp245~r1i1p1f1~3
1883,-1.300191773224924,tas,ssp245~r1i1p1f1~3
1884,-1.240919765487547,tas,ssp245~r1i1p1f1~3
1885,-1.4611161089572988,tas,ssp245~r1i1p1f1~3
1886,-1.3856984795065728,tas,ssp245~r1i1p1f1~3
1887,-1.1052014329277426,tas,ssp245~r1i1p1f1~3
1888,-1.2087563785905786,tas,ssp245~r1i1p1f1~3
1889,-1.2581706043154668,tas,ssp245~r1i1p1f1~3
1890,-1.1532483011741874,tas,ssp245~r1i1p1f1~3
1891,-1.0566709546840798,tas,ssp245~r1i1p1f1~3
1892,-1.1088111934552105,tas,ssp245~r1i1p1f1~3
1893,-1.1788798695223477,tas,ssp245~r1i1p1f1~3
1894,-1.2836560450890602,tas,ssp245~r1i1p1f1~3
1895,-1.28173443473122,tas,ssp245~r1i1p1f1~3
1896,-1.149917194499665,tas,ssp245~r1i1p1f1~3
1897,-1.2082428718218807,tas,ssp245~r1i1p1f1~3
1898,-1.0366043166504824,tas,ssp245~r1i1p1f1~3
1899,-1.0140700753906344,tas,ssp245~r1i1p1f1~3
1900,-1.1015746382771567,tas,ssp245~r1i1p1f1~3
1901,-1.0152293888392592,tas,ssp245~r1i1p1f1~3
1902,-1.238694620016986,tas,ssp245~r1i1p1f1~3
1903,-1.3367525361242656,tas,ssp245~r1i1p1f1~3
1904,-1.1301102483250247,tas,ssp245~r1i1p1f1~3
1905,-1.0690539088963078,tas,ssp245~r1i1p1f1~3
1906,-1.3966535720027764,tas,ssp245~r1i1p1f1~3
1907,-1.227625013269687,tas,ssp245~r1i1p1f1~3
1908,-1.2470157329839822,tas,ssp245~r1i1p1f1~3
1909,-1.1362405696451106,tas,ssp245~r1i1p1f1~3
1910,-1.163170911002112,tas,ssp245~r1i1p1f1~3
1911,-1.1443858148929849,tas,ssp245~r1i1p1f1~3
1912,-1.1624579927259902,tas,ssp245~r1i1p1f1~3
1913,-1.309765190799908,tas,ssp245~r1i1p1f1~3
1914,-1.3154937671478706,tas,ssp245~r1i1p1f1~3
1915,-1.2249209031657529,tas,ssp245~r1i1p1f1~3
1916,-1.2419806529813968,tas,ssp245~r1i1p1f1~3
1917,-1.2573690514923896,tas,ssp245~r1i1p1f1~3
1918,-1.0699008858994716,tas,ssp245~r1i1p1f1~3
1919,-1.1476054196897394,tas,ssp245~r1i1p1f1~3
1920,-1.2286002847567945,tas,ssp245~r1i1p1f1~3
1921,-1.1680065728446607,tas,ssp245~r1i1p1f1~3
1922,-0.9815411327891752,tas,ssp245~r1i1p1f1~3
1923,-0.9736231117436772,tas,ssp245~r1i1p1f1~3
1924,-1.093606006255186,tas,ssp245~r1i1p1f1~3
1925,-0.9488394111486969,tas,ssp245~r1i1p1f1~3
1926,-1.041116548061666,tas,ssp245~r1i1p1f1~3
1927,-0.9810233579056558,tas,ssp245~r1i1p1f1~3
1928,-0.9913431087501864,tas,ssp245~r1i1p1f1~3
1929,-1.0380219752242963,tas,ssp245~r1i1p1f1~3
1930,-0.9483412781424932,tas,ssp245~r1i1p1f1~3
1931,-1.1069581453637625,tas,ssp245~r1i1p1f1~3
1932,-1.222914013454556,tas,ssp245~r1i1p1f1~3
1933,-1.110686905418163,tas,ssp245~r1i1p1f1~3
1934,-0.9720720073277676,tas,ssp245~r1i1p1f1~3
1935,-0.930926155962311,tas,ssp245~r1i1p1f1~3
1936,-0.9690769209076392,tas,ssp245~r1i1p1f1~3
1937,-1.070159666523864,tas,ssp245~r1i1p1f1~3
1938,-0.8993964000122787,tas,ssp245~r1i1p1f1~3
1939,-0.9738446445164186,tas,ssp245~r1i1p1f1~3
1940,-1.049199574057127,tas,ssp245~r1i1p1f1~3
1941,-0.982658010040609,tas,ssp245~r1i1p1f1~3
1942,-0.916011056015634,tas,ssp245~r1i1p1f1~3
1943,-1.0534971528631445,tas,ssp245~r1i1p1f1~3
1944,-1.0520328042151732,tas,ssp245~r1i1p1f1~3
1945,-1.0574046445456702,tas,ssp245~r1i1p1f1~3
1946,-0.827278559516003,tas,ssp245~r1i1p1f1~3
1947,-0.9534330917691703,tas,ssp245~r1i1p1f1~3
1948,-1.0217516196618703,tas,ssp245~r1i1p1f1~3
1949,-0.820626625260843,tas,ssp245~r1i1p1f1~3
1950,-0.8792257388035409,tas,ssp245~r1i1p1f1~3
1951,-0.960928685488568,tas,ssp245~r1i1p1f1~3
1952,-1.0048129156206755,tas,ssp245~r1i1p1f1~3
1953,-0.981846831451776,tas,ssp245~r1i1p1f1~3
1954,-0.9138643800269506,tas,ssp245~r1i1p1f1~3
1955,-1.1854231635137469,tas,ssp245~r1i1p1f1~3
1956,-1.1131953571589293,tas,ssp245~r1i1p1f1~3
1957,-0.8680461970884608,tas,ssp245~r1i1p1f1~3
1958,-1.0466604100512311,tas,ssp245~r1i1p1f1~3
1959,-1.0893582525254146,tas,ssp245~r1i1p1f1~3
1960,-0.888241515570428,tas,ssp245~r1i1p1f1~3
1961,-0.8468273448086734,tas,ssp245~r1i1p1f1~3
1962,-0.8249741753610351,tas,ssp245~r1i1p1f1~3
1963,-0.8402694653032654,tas,ssp245~r1i1p1f1~3
1964,-1.019100718921436,tas,ssp245~r1i1p1f1~3
1965,-1.0469130552411912,tas,ssp245~r1i1p1f1~3
1966,-0.9179233651446452,tas,ssp245~r1i1p1f1~3
1967,-1.260383551162079,tas,ssp245~r1i1p1f1~3
1968,-1.1773552116843575,tas,ssp245~r1i1p1f1~3
1969,-1.0489365211952304,tas,ssp245~r1i1p1f1~3
1970,-0.9963255021550026,tas,ssp245~r1i1p1f1~3
1971,-0.7551635237294363,tas,ssp245~r1i1p1f1~3
1972,-0.7709019361965943,tas,ssp245~r1i1p1f1~3
1973,-0.7165540452419918,tas,ssp245~r1i1p1f1~3
1974,-0.8687803970946675,tas,ssp245~r1i1p1f1~3
1975,-0.9699285045090278,tas,ssp245~r1i1p1f1~3
1976,-0.6747521059947417,tas,ssp245~r1i1p1f1~3
1977,-0.6549951185099303,tas,ssp245~r1i1p1f1~3
1978,-0.7825017331055051,tas,ssp245~r1i1p1f1~3
1979,-0.8408021047804368,tas,ssp245~r1i1p1f1~3
1980,-0.501813743113189,tas,ssp245~r1i1p1f1~3
1981,-0.4436209965024886,tas,ssp245~r1i1p1f1~3
1982,-0.5837479072120004,tas,ssp245~r1i1p1f1~3
1983,-0.736772503007046,tas,ssp245~r1i1p1f1~3
1984,-0.5363736821283851,tas,ssp245~r1i1p1f1~3
1985,-0.671913529540177,tas,ssp245~r1i1p1f1~3
1986,-0.6556685600563696,tas,ssp245~r1i1p1f1~3
1987,-0.4784218850247725,tas,ssp245~r1i1p1f1~3
1988,-0.4705437428144705,tas,ssp245~r1i1p1f1~3
1989,-0.5569202909273372,tas,ssp245~r1i1p1f1~3
1990,-0.4448675656610135,tas,ssp245~r1i1p1f1~3
1991,-0.4157960586024956,tas,ssp245~r1i1p1f1~3
1992,-0.6423069394226673,tas,ssp245~r1i1p1f1~3
1993,-0.7785771678775859,tas,ssp245~r1i1p1f1~3
1994,-0.4953166823215724,tas,ssp245~r1i1p1f1~3
1995,-0.4296711625082139,tas,ssp245~r1i1p1f1~3
1996,-0.3819523069106481,tas,ssp245~r1i1p1f1~3
1997,-0.4476765172038313,tas,ssp245~r1i1p1f1~3
1998,-0.2743332931970599,tas,ssp245~r1i1p1f1~3
1999,-0.1611847266001405,tas,ssp245~r1i1p1f1~3
2000,-0.2276748591923478,tas,ssp245~r1i1p1f1~3
2001,-0.0426175393974972,tas,ssp245~r1i1p1f1~3
2002,-0.027153998298786,tas,ssp245~r1i1p1f1~3
2003,-0.0021080724493458,tas,ssp245~r1i1p1f1~3
2004,-0.055208029436244,tas,ssp245~r1i1p1f1~3
2005,-0.0293754587446528,tas,ssp245~r1i1p1f1~3
2006,-0.1946009287314609,tas,ssp245~r1i1p1f1~3
2007,-0.1474144608276901,tas,ssp245~r1i1p1f1~3
2008,-0.0170399168015933,tas,ssp245~r1i1p1f1~3
2009,0.1541698442578081,tas,ssp245~r1i1p1f1~3
2010,0.4512395846654726,tas,ssp245~r1i1p1f1~3
2011,0.3028679643617806,tas,ssp245~r1i1p1f1~3
2012,0.2325177264983722,tas,ssp245~r1i1p1f1~3
2013,0.2641431450214213,tas,ssp245~r1i1p1f1~3
2014,0.3003952348709049,tas,ssp245~r1i1p1f1~3
2015,0.3552769057769183,tas,ssp245~r1i1p1f1~3
2016,0.5092773526383212,tas,ssp245~r1i1p1f1~3
2017,0.5412743559904811,tas,ssp245~r1i1p1f1~3
2018,0.5869895705494628,tas,ssp245~r1i1p1f1~3
2019,0.5688212806913953,tas,ssp245~r1i1p1f1~3
2020,0.4902043637658266,tas,ssp245~r1i1p1f1~3
2021,0.4777985875315949,tas,ssp245~r1i1p1f1~3
2022,0.7425769152466728,tas,ssp245~r1i1p1f1~3
2023,0.956649673741822,tas,ssp245~r1i1p1f1~3
2024,0.7974658592303285,tas,ssp245~r1i1p1f1~3
2025,0.920500929270986,tas,ssp245~r1i1p1f1~3
2026,0.8998948340473589,tas,ssp245~r1i1p1f1~3
2027,1.0309498706425302,tas,ssp245~r1i1p1f1~3
2028,1.2434645083694136,tas,ssp245~r1i1p1f1~3
2029,1.0710284140739643,tas,ssp245~r1i1p1f1~3
2030,0.8579462010114298,tas,ssp245~r1i1p1f1~3
2031,0.9009055945562068,tas,ssp245~r1i1p1f1~3
2032,0.9250658826277344,tas,ssp245~r1i1p1f1~3
2033,1.1578760211580743,tas,ssp245~r1i1p1f1~3
2034,1.23092553193311,tas,ssp245~r1i1p1f1~3
2035,1.4779772423364648,tas,ssp245~r1i1p1f1~3
2036,1.3117769140455948,tas,ssp245~r1i1p1f1~3
2037,1.14780120645554,tas,ssp245~r1i1p1f1~3
2038,1.3354872820622177,tas,ssp245~r1i1p1f1~3
2039,1.375918428388843,tas,ssp245~r1i1p1f1~3
2040,1.5097971370014989,tas,ssp245~r1i1p1f1~3
2041,1.4532139725112645,tas,ssp245~r1i1p1f1~3
2042,1.2488574433378972,tas,ssp245~r1i1p1f1~3
2043,1.2438032628164706,tas,ssp245~r1i1p1f1~3
2044,1.354386132747095,tas,ssp245~r1i1p1f1~3
2045,1.5721300708805188,tas,ssp245~r1i1p1f1~3
2046,1.530991318384622,tas,ssp245~r1i1p1f1~3
2047,1.4768127544037384,tas,ssp245~r1i1p1f1~3
2048,1.6148176090332529,tas,ssp245~r1i1p1f1~3
2049,1.7417822718663274,tas,ssp245~r1i1p1f1~3
2050,1.797167694327925,tas,ssp245~r1i1p1f1~3
2051,1.853715894189804,tas,ssp245~r1i1p1f1~3
2052,1.821365890013226,tas,ssp245~r1i1p1f1~3
2053,1.9779417297402235,tas,ssp245~r1i1p1f1~3
2054,2.0364516830657067,tas,ssp245~r1i1p1f1~3
2055,1.9834197381121608,tas,ssp245~r1i1p1f1~3
2056,2.103944478374842,tas,ssp245~r1i1p1f1~3
2057,2.0984709616188866,tas,ssp245~r1i1p1f1~3
2058,2.226502072165431,tas,ssp245~r1i1p1f1~3
2059,2.555663298324476,tas,ssp245~r1i1p1f1~3
2060,2.349429326183497,tas,ssp245~r1i1p1f1~3
2061,2.2395052743246424,tas,ssp245~r1i1p1f1~3
2062,2.3241353996646694,tas,ssp245~r1i1p1f1~3
2063,2.482579010065649,tas,ssp245~r1i1p1f1~3
2064,2.373000346931917,tas,ssp245~r1i1p1f1~3
2065,2.4848411886062536,tas,ssp245~r1i1p1f1~3
2066,2.201858593111524,tas,ssp245~r1i1p1f1~3
2067,2.1438984004765302,tas,ssp245~r1i1p1f1~3
2068,2.16593769982768,tas,ssp245~r1i1p1f1~3
2069,2.282880714394821,tas,ssp245~r1i1p1f1~3
2070,2.4678594893591708,tas,ssp245~r1i1p1f1~3
2071,2.4250744374368765,tas,ssp245~r1i1p1f1~3
2072,2.421698247550296,tas,ssp245~r1i1p1f1~3
2073,2.3972952697217806,tas,ssp245~r1i1p1f1~3
2074,2.437598760130186,tas,ssp245~r1i1p1f1~3
2075,2.3986885172127472,tas,ssp245~r1i1p1f1~3
2076,2.437647885098613,tas,ssp245~r1i1p1f1~3
2077,2.36921597063116,tas,ssp245~r1i1p1f1~3
2078,2.5246929841312067,tas,ssp245~r1i1p1f1~3
2079,2.614627382112189,tas,ssp245~r1i1p1f1~3
2080,2.642775007000637,tas,ssp245~r1i1p1f1~3
2081,2.608120163363708,tas,ssp245~r1i1p1f1~3
2082,2.61651063738708,tas,ssp245~r1i1p1f1~3
2083,2.606503960891416,tas,ssp245~r1i1p1f1~3
2084,2.774898038914671,tas,ssp245~r1i1p1f1~3
2085,2.6108013031834503,tas,ssp245~r1i1p1f1~3
2086,2.747839458897772,tas,ssp245~r1i1p1f1~3
2087,2.772818488967971,tas,ssp245~r1i1p1f1~3
2088,3.033669515046654,tas,ssp245~r1i1p1f1~3
2089,2.992098860881356,tas,ssp245~r1i1p1f1~3
2090,2.8235589963175016,tas,ssp245~r1i1p1f1~3
2091,2.85866074342016,tas,ssp245~r1i1p1f1~3
2092,2.9358612228127754,tas,ssp245~r1i1p1f1~3
2093,2.5417241332243634,tas,ssp245~r1i1p1f1~3
2094,2.6848272432113163,tas,ssp245~r1i1p1f1~3
2095,2.9479352579568285,tas,ssp245~r1i1p1f1~3
2096,2.9781203094656803,tas,ssp245~r1i1p1f1~3
2097,2.879476568462508,tas,ssp245~r1i1p1f1~3
2098,2.791345340220289,tas,ssp245~r1i1p1f1~3
2099,2.7852698328893557,tas,ssp245~r1i1p1f1~3
2100,3.0364450101757825,tas,ssp245~r1i1p1f1~3
